Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,No,Travel_Frequently,808,Human Resources,2,3,Technical Degree,1,7853,1,Female,60,2,3,Sales Representative,2,Divorced,18310,7853,4,Y,No,21,4,4,80,1,28,3,4,17,15,15,15
24,No,Travel_Rarely,530,Sales,1,5,Human Resources,1,7854,3,Female,100,3,1,Human Resources,2,Single,18288,12080,9,Y,No,11,4,4,80,2,6,4,3,11,13,10,13
57,No,Travel_Frequently,708,Sales,18,3,Marketing,1,7855,2,Male,64,1,4,Research Director,1,Divorced,18339,5505,8,Y,No,12,4,4,80,0,1,4,1,16,11,5,10
49,Yes,Non-Travel,437,Research & Development,7,5,Technical Degree,1,7856,1,Female,60,3,5,Research Director,4,Divorced,6078,20599,8,Y,Yes,15,3,2,80,3,24,0,3,15,13,12,7
55,Yes,Travel_Rarely,1320,Sales,27,1,Marketing,1,7857,2,Male,55,4,5,Sales Executive,2,Single,12482,11111,1,Y,No,23,3,1,80,0,6,5,3,6,6,10,1
47,No,Travel_Rarely,765,Human Resources,5,1,Technical Degree,1,7858,2,Female,90,3,3,Laboratory Technician,4,Married,16745,18040,5,Y,No,23,3,2,80,3,10,3,4,0,13,4,6
28,Yes,Non-Travel,245,Human Resources,7,1,Medical,1,7859,4,Male,65,1,5,Manufacturing Director,2,Single,5443,24375,2,Y,No,13,4,1,80,2,23,5,2,36,10,3,10
58,No,Travel_Rarely,1318,Human Resources,1,5,Human Resources,1,7860,3,Male,78,3,5,Research Scientist,4,Divorced,19480,20376,8,Y,No,20,3,4,80,1,10,4,2,37,7,15,15
26,Yes,Travel_Frequently,799,Sales,6,5,Human Resources,1,7861,3,Female,71,2,3,Human Resources,3,Married,11201,19891,8,Y,No,15,4,1,80,2,39,1,3,0,9,1,15
30,Yes,Non-Travel,526,Sales,1,4,Medical,1,7862,4,Male,98,3,3,Healthcare Representative,1,Married,1302,8399,7,Y,No,15,4,3,80,1,18,1,4,16,17,3,16
48,No,Travel_Frequently,1238,Research & Development,19,2,Medical,1,7863,1,Male,35,1,5,Sales Representative,1,Divorced,19330,14060,0,Y,Yes,24,3,4,80,1,30,5,4,30,17,3,3
36,Yes,Travel_Rarely,346,Human Resources,21,5,Technical Degree,1,7864,3,Female,44,2,5,Healthcare Representative,4,Divorced,17388,5721,9,Y,No,20,4,4,80,1,8,4,3,31,5,7,0
58,Yes,Travel_Rarely,1443,Research & Development,29,5,Medical,1,7865,4,Male,83,1,5,Laboratory Technician,2,Single,18478,12045,2,Y,No,12,4,4,80,3,10,1,2,8,8,2,7
32,Yes,Travel_Frequently,200,Sales,17,4,Human Resources,1,7866,3,Female,32,3,2,Healthcare Representative,2,Single,6915,11500,3,Y,Yes,22,4,3,80,0,7,3,4,24,7,15,2
45,No,Travel_Rarely,887,Human Resources,1,5,Marketing,1,7867,3,Female,41,2,1,Research Director,1,Married,19659,23044,1,Y,No,24,4,2,80,0,34,4,1,18,4,6,6
49,No,Travel_Frequently,243,Sales,2,4,Marketing,1,7868,2,Female,50,4,2,Human Resources,4,Single,4823,15250,5,Y,No,19,3,4,80,2,2,4,1,8,5,3,8
54,Yes,Travel_Frequently,1099,Sales,20,2,Human Resources,1,7869,2,Male,57,2,4,Healthcare Representative,1,Married,9983,19143,0,Y,Yes,21,3,1,80,1,31,0,1,18,2,5,7
46,Yes,Non-Travel,882,Sales,27,4,Medical,1,7870,1,Male,35,1,2,Sales Representative,3,Married,8514,5276,0,Y,Yes,19,3,2,80,3,14,1,4,22,11,5,14
47,Yes,Travel_Rarely,619,Research & Development,16,2,Medical,1,7871,4,Male,93,3,1,Research Scientist,3,Married,2870,12011,1,Y,No,14,4,4,80,0,40,0,3,34,0,11,15
37,No,Non-Travel,1235,Research & Development,16,1,Life Sciences,1,7872,3,Male,69,3,5,Sales Representative,1,Married,17492,7621,9,Y,No,12,4,2,80,3,34,6,2,7,0,12,4
45,No,Non-Travel,1413,Sales,7,5,Medical,1,7873,3,Male,95,3,5,Healthcare Representative,2,Married,11582,23250,9,Y,Yes,12,3,1,80,1,30,1,3,30,12,7,17
40,No,Non-Travel,457,Sales,11,5,Other,1,7874,1,Female,99,2,5,Sales Executive,2,Divorced,10120,3649,1,Y,No,25,4,3,80,1,9,0,3,21,3,0,4
33,No,Non-Travel,942,Human Resources,14,3,Medical,1,7875,4,Male,65,3,1,Sales Representative,3,Married,16377,20954,6,Y,Yes,14,4,3,80,1,37,1,3,39,14,7,5
30,Yes,Travel_Frequently,1119,Research & Development,22,3,Human Resources,1,7876,3,Female,30,1,5,Manufacturing Director,3,Divorced,16060,23393,6,Y,Yes,18,3,2,80,0,27,6,1,19,11,2,1
18,No,Travel_Frequently,907,Sales,18,5,Human Resources,1,7877,3,Female,49,3,1,Sales Executive,1,Single,8637,2738,7,Y,No,18,4,2,80,0,11,1,2,7,8,0,3
49,No,Non-Travel,1298,Research & Development,18,5,Technical Degree,1,7878,2,Female,37,4,3,Research Scientist,4,Single,4742,9315,7,Y,No,18,3,3,80,3,9,6,4,6,2,11,3
50,Yes,Travel_Frequently,1232,Human Resources,5,5,Human Resources,1,7879,4,Female,51,1,2,Research Scientist,2,Married,16568,21457,9,Y,Yes,22,3,3,80,0,18,4,4,38,15,2,3
41,Yes,Travel_Frequently,1469,Human Resources,6,3,Human Resources,1,7880,2,Male,56,2,1,Manufacturing Director,2,Divorced,14212,13570,8,Y,No,17,3,2,80,2,0,5,1,32,9,1,7
36,No,Travel_Frequently,795,Human Resources,18,5,Human Resources,1,7881,3,Female,86,1,2,Manufacturing Director,2,Married,8512,23734,0,Y,Yes,21,4,4,80,2,24,3,4,34,7,10,8
25,Yes,Travel_Rarely,1391,Research & Development,1,3,Medical,1,7882,1,Male,89,1,4,Manager,2,Divorced,3841,11886,0,Y,No,15,3,3,80,2,11,0,1,3,17,2,7
60,No,Non-Travel,565,Human Resources,19,2,Medical,1,7883,1,Male,62,4,2,Manufacturing Director,4,Married,2972,18605,8,Y,Yes,11,3,3,80,2,27,2,1,7,7,8,15
52,Yes,Non-Travel,943,Sales,6,1,Marketing,1,7884,2,Male,99,2,5,Research Director,1,Divorced,19700,18566,0,Y,Yes,11,4,3,80,0,31,3,1,26,4,2,15
54,Yes,Travel_Frequently,1415,Human Resources,12,3,Human Resources,1,7885,3,Male,80,1,3,Research Scientist,4,Divorced,1311,14160,6,Y,Yes,12,4,3,80,0,31,6,1,7,0,6,17
48,Yes,Non-Travel,1421,Research & Development,25,4,Marketing,1,7886,4,Female,73,4,1,Sales Representative,4,Divorced,2761,22887,0,Y,Yes,19,4,4,80,0,19,2,1,27,7,9,13
31,Yes,Non-Travel,361,Research & Development,20,4,Human Resources,1,7887,3,Male,53,4,2,Research Director,3,Married,12619,19850,0,Y,Yes,23,4,2,80,1,17,1,4,39,2,2,3
43,No,Non-Travel,1316,Sales,2,5,Marketing,1,7888,2,Male,53,4,3,Human Resources,4,Single,6958,4203,8,Y,Yes,25,3,2,80,3,3,2,4,39,10,12,3
33,Yes,Travel_Rarely,435,Sales,5,4,Medical,1,7889,1,Female,94,4,5,Sales Executive,2,Single,10888,5660,5,Y,No,23,3,3,80,1,16,3,1,37,8,8,16
59,No,Travel_Rarely,1014,Human Resources,28,2,Medical,1,7890,2,Female,31,2,5,Sales Representative,3,Divorced,14782,13426,6,Y,Yes,13,4,4,80,3,19,2,2,24,10,7,14
58,No,Non-Travel,734,Sales,17,1,Life Sciences,1,7891,1,Female,37,4,1,Human Resources,2,Divorced,12623,12643,4,Y,Yes,15,4,3,80,3,4,0,3,30,14,8,11
60,No,Travel_Rarely,472,Sales,17,2,Life Sciences,1,7892,3,Female,43,3,1,Sales Representative,2,Divorced,11266,13075,5,Y,Yes,11,4,4,80,2,7,5,2,20,16,15,14
59,Yes,Travel_Frequently,1070,Research & Development,3,1,Technical Degree,1,7893,1,Female,64,1,3,Human Resources,4,Divorced,11765,9292,8,Y,Yes,17,4,2,80,1,15,4,3,15,7,5,5
55,Yes,Non-Travel,1360,Research & Development,21,2,Marketing,1,7894,3,Female,100,2,4,Healthcare Representative,3,Single,13447,16374,5,Y,Yes,24,4,3,80,1,34,6,1,16,4,7,17
38,No,Travel_Frequently,910,Research & Development,16,3,Technical Degree,1,7895,3,Female,83,3,4,Healthcare Representative,4,Married,15248,21315,9,Y,No,24,3,1,80,1,22,1,2,36,18,6,6
27,No,Non-Travel,292,Sales,6,5,Medical,1,7896,2,Female,54,1,4,Sales Executive,2,Single,16685,5337,1,Y,No,16,3,2,80,1,0,0,2,34,14,13,14
39,Yes,Travel_Rarely,528,Sales,20,5,Marketing,1,7897,1,Male,46,3,2,Research Director,1,Single,13007,11487,2,Y,No,24,4,4,80,2,7,4,2,23,11,11,7
53,Yes,Travel_Frequently,1233,Sales,17,2,Other,1,7898,2,Male,80,1,5,Laboratory Technician,3,Divorced,7776,20981,5,Y,Yes,22,3,2,80,2,19,5,1,6,10,8,2
51,Yes,Travel_Rarely,583,Human Resources,17,1,Other,1,7899,2,Female,91,4,5,Laboratory Technician,2,Married,2728,2701,6,Y,No,22,4,1,80,1,22,5,1,23,17,8,14
26,Yes,Travel_Frequently,356,Human Resources,6,3,Marketing,1,7900,1,Female,57,3,1,Sales Executive,4,Divorced,18618,22991,8,Y,Yes,18,3,4,80,1,36,3,4,10,13,1,11
21,No,Travel_Frequently,1086,Research & Development,29,3,Life Sciences,1,7901,4,Male,85,2,2,Sales Executive,3,Single,14096,11254,2,Y,No,18,4,2,80,2,6,1,1,12,3,2,8
45,Yes,Travel_Rarely,239,Sales,21,4,Life Sciences,1,7902,3,Female,49,2,1,Sales Representative,3,Single,5706,8334,8,Y,Yes,20,3,4,80,3,0,5,4,40,16,9,5
51,Yes,Travel_Frequently,1254,Research & Development,22,3,Other,1,7903,2,Female,45,4,5,Healthcare Representative,4,Divorced,10011,11928,5,Y,Yes,11,4,2,80,3,22,5,1,18,0,1,3
54,Yes,Travel_Frequently,259,Sales,18,1,Technical Degree,1,7904,2,Male,98,1,3,Sales Representative,4,Divorced,8920,7999,9,Y,No,21,4,3,80,1,29,4,4,12,2,1,13
56,No,Non-Travel,1109,Sales,26,2,Other,1,7905,1,Female,52,1,2,Sales Executive,4,Divorced,9508,15376,5,Y,No,17,3,1,80,0,1,3,4,1,0,6,9
31,No,Non-Travel,383,Sales,6,3,Human Resources,1,7906,3,Female,40,4,5,Laboratory Technician,3,Divorced,12099,13608,5,Y,Yes,21,4,2,80,0,36,2,1,33,5,6,5
18,Yes,Non-Travel,1435,Sales,20,4,Marketing,1,7907,1,Female,98,1,4,Research Director,2,Married,8275,18151,1,Y,No,13,4,4,80,0,31,0,2,14,16,9,1
57,No,Travel_Frequently,633,Human Resources,6,3,Other,1,7908,1,Female,33,1,2,Healthcare Representative,2,Divorced,5821,11421,5,Y,No,17,3,1,80,1,35,5,1,26,7,14,1
42,No,Travel_Rarely,245,Human Resources,17,4,Medical,1,7909,4,Male,75,2,5,Research Scientist,2,Single,5035,17211,6,Y,No,22,4,3,80,1,10,2,1,30,6,5,15
54,No,Non-Travel,1075,Research & Development,22,1,Human Resources,1,7910,4,Female,58,1,3,Research Director,4,Single,6844,20180,0,Y,Yes,18,4,3,80,1,30,2,3,14,5,14,12
36,No,Travel_Rarely,1292,Human Resources,12,5,Life Sciences,1,7911,3,Female,96,2,5,Sales Executive,1,Married,17227,8458,5,Y,Yes,21,4,2,80,0,22,3,4,35,8,7,13
45,No,Non-Travel,148,Sales,3,4,Medical,1,7912,3,Female,86,4,4,Research Director,3,Married,19107,25218,9,Y,No,24,4,3,80,1,16,3,2,8,18,1,11
18,Yes,Travel_Rarely,559,Human Resources,6,5,Other,1,7913,2,Male,55,2,2,Manager,2,Divorced,5867,22851,6,Y,Yes,19,4,2,80,0,12,3,4,39,10,7,14
29,Yes,Non-Travel,1429,Sales,10,4,Other,1,7914,1,Female,83,4,3,Manager,4,Single,13382,4974,9,Y,No,16,4,2,80,0,24,1,3,14,4,7,1
19,Yes,Travel_Frequently,137,Sales,18,3,Human Resources,1,7915,3,Male,79,1,2,Manufacturing Director,2,Single,4487,23845,9,Y,Yes,19,3,1,80,3,21,0,1,20,8,1,14
41,Yes,Travel_Frequently,961,Human Resources,14,2,Medical,1,7916,4,Female,90,1,5,Sales Representative,4,Married,17351,11548,5,Y,No,12,4,1,80,3,24,4,1,7,10,10,16
35,Yes,Travel_Frequently,944,Human Resources,28,3,Life Sciences,1,7917,1,Male,30,4,5,Human Resources,1,Married,2057,2533,0,Y,No,11,3,3,80,0,6,4,4,34,3,8,11
20,Yes,Non-Travel,651,Sales,19,4,Technical Degree,1,7918,1,Male,33,4,3,Human Resources,2,Single,9849,3387,4,Y,No,23,4,2,80,0,4,5,2,31,4,4,17
21,Yes,Travel_Rarely,505,Human Resources,24,1,Marketing,1,7919,1,Male,62,3,4,Sales Executive,4,Single,9850,3600,0,Y,Yes,14,3,3,80,1,1,5,3,18,18,11,3
41,Yes,Travel_Frequently,232,Human Resources,5,2,Marketing,1,7920,1,Female,91,1,1,Laboratory Technician,4,Single,14855,18981,1,Y,No,12,3,3,80,3,40,5,1,6,12,0,3
23,Yes,Travel_Frequently,907,Research & Development,3,2,Marketing,1,7921,3,Female,91,4,5,Manufacturing Director,4,Single,18532,7694,2,Y,No,12,4,1,80,1,28,4,2,22,8,5,2
21,Yes,Travel_Rarely,829,Sales,19,2,Other,1,7922,1,Male,55,1,3,Research Director,4,Single,12297,10877,8,Y,Yes,12,4,2,80,2,0,2,4,30,13,1,3
20,No,Non-Travel,1013,Sales,9,3,Technical Degree,1,7923,3,Female,93,1,5,Research Scientist,4,Married,9841,25321,2,Y,No,19,3,3,80,1,2,5,4,0,7,5,15
26,Yes,Travel_Frequently,202,Research & Development,13,1,Medical,1,7924,1,Male,73,1,3,Research Director,1,Single,1287,12378,8,Y,Yes,25,4,2,80,1,39,4,2,28,17,10,8
44,Yes,Travel_Frequently,271,Sales,20,3,Marketing,1,7925,2,Male,41,4,5,Human Resources,2,Married,5135,2564,1,Y,No,18,3,2,80,2,32,3,4,26,10,15,17
31,No,Travel_Frequently,1453,Human Resources,5,2,Other,1,7926,4,Female,88,3,5,Healthcare Representative,3,Married,2890,13335,7,Y,No,12,4,1,80,1,18,5,4,15,14,12,16
48,Yes,Travel_Frequently,584,Human Resources,18,5,Marketing,1,7927,3,Female,52,1,2,Manufacturing Director,3,Divorced,3283,7387,7,Y,No,18,3,4,80,3,20,4,4,24,18,0,15
22,Yes,Travel_Frequently,295,Human Resources,2,1,Medical,1,7928,3,Male,80,1,1,Research Scientist,3,Single,2904,15103,5,Y,Yes,23,4,3,80,0,18,4,4,5,18,9,2
38,No,Travel_Frequently,734,Sales,27,4,Life Sciences,1,7929,1,Female,48,3,4,Laboratory Technician,1,Married,14057,2109,2,Y,Yes,16,3,2,80,1,34,6,4,19,18,2,17
42,No,Non-Travel,829,Sales,8,4,Marketing,1,7930,4,Male,86,1,2,Laboratory Technician,3,Single,7979,6115,6,Y,No,19,4,3,80,3,17,1,2,3,2,13,13
30,Yes,Travel_Rarely,400,Human Resources,10,3,Life Sciences,1,7931,3,Female,60,1,3,Sales Representative,4,Divorced,3317,14100,2,Y,No,13,3,2,80,1,27,3,1,20,18,13,4
19,No,Travel_Rarely,172,Sales,1,2,Life Sciences,1,7932,1,Male,95,1,2,Research Scientist,4,Divorced,9480,21523,5,Y,Yes,20,4,4,80,1,15,6,3,31,10,4,15
56,No,Non-Travel,1126,Human Resources,24,5,Human Resources,1,7933,3,Male,63,1,4,Healthcare Representative,2,Married,2177,2372,2,Y,Yes,14,3,1,80,3,31,1,2,9,15,4,9
33,No,Travel_Rarely,1082,Research & Development,21,1,Other,1,7934,1,Female,67,3,1,Research Director,2,Married,16088,25728,4,Y,No,21,4,4,80,2,40,2,2,29,3,6,2
23,No,Non-Travel,1481,Human Resources,11,1,Human Resources,1,7935,3,Male,45,4,2,Research Scientist,2,Single,14668,23761,3,Y,No,25,4,1,80,3,4,2,2,22,15,11,2
26,Yes,Travel_Rarely,974,Human Resources,18,5,Technical Degree,1,7936,2,Female,88,2,4,Sales Executive,3,Divorced,19676,5165,5,Y,No,23,3,4,80,3,14,5,2,28,14,6,8
36,No,Non-Travel,884,Human Resources,25,3,Technical Degree,1,7937,4,Male,79,2,1,Sales Representative,4,Married,11974,20651,4,Y,No,24,3,4,80,2,40,3,4,15,0,15,11
26,No,Travel_Rarely,1038,Research & Development,13,3,Life Sciences,1,7938,4,Female,79,2,1,Sales Representative,2,Single,9560,5204,2,Y,No,22,4,2,80,0,18,4,4,22,3,15,7
48,Yes,Non-Travel,570,Research & Development,29,4,Human Resources,1,7939,3,Male,98,1,1,Healthcare Representative,1,Married,5281,5229,0,Y,No,18,3,3,80,3,18,3,3,19,0,8,9
28,No,Travel_Frequently,117,Research & Development,5,3,Medical,1,7940,1,Male,40,1,3,Sales Representative,2,Married,9029,9295,1,Y,Yes,18,4,4,80,3,17,2,1,22,15,14,16
60,No,Non-Travel,1148,Sales,7,5,Other,1,7941,1,Male,44,3,4,Research Director,4,Married,7787,21826,2,Y,No,20,4,1,80,0,6,5,4,9,6,1,11
53,No,Travel_Rarely,1446,Human Resources,12,4,Life Sciences,1,7942,3,Female,37,3,2,Manufacturing Director,1,Single,10203,20036,9,Y,Yes,25,4,2,80,2,16,2,3,0,11,12,16
41,No,Non-Travel,783,Sales,16,3,Human Resources,1,7943,1,Male,42,4,3,Research Scientist,2,Single,2841,14764,9,Y,No,25,3,3,80,2,26,5,3,40,12,5,13
21,No,Travel_Rarely,494,Sales,26,3,Medical,1,7944,2,Female,73,4,2,Sales Executive,1,Divorced,14760,6572,3,Y,Yes,13,4,4,80,0,34,3,2,24,15,9,16
26,No,Non-Travel,133,Human Resources,26,5,Life Sciences,1,7945,2,Female,100,2,2,Research Director,4,Divorced,6196,5797,4,Y,Yes,12,3,4,80,2,4,3,2,17,16,10,11
46,No,Non-Travel,764,Human Resources,14,5,Technical Degree,1,7946,1,Female,71,2,2,Sales Executive,4,Divorced,8745,22906,4,Y,Yes,11,3,2,80,1,17,3,3,15,10,7,14
45,Yes,Travel_Rarely,142,Research & Development,4,1,Marketing,1,7947,1,Male,55,4,5,Research Director,4,Divorced,8090,21901,2,Y,Yes,22,3,1,80,3,39,4,2,21,14,6,4
22,Yes,Travel_Frequently,891,Sales,22,1,Life Sciences,1,7948,3,Male,86,2,5,Research Director,2,Divorced,1326,23247,6,Y,Yes,20,4,4,80,0,7,5,1,7,12,3,14
41,Yes,Non-Travel,987,Research & Development,22,3,Human Resources,1,7949,3,Male,67,1,4,Sales Representative,3,Single,13728,8468,3,Y,No,17,4,4,80,1,10,3,4,34,13,10,4
33,No,Travel_Rarely,1060,Sales,11,2,Life Sciences,1,7950,2,Female,74,1,2,Laboratory Technician,3,Single,2840,7837,3,Y,Yes,12,4,1,80,2,28,6,1,23,2,2,14
18,No,Non-Travel,656,Sales,14,2,Marketing,1,7951,3,Female,42,4,3,Manager,1,Single,18622,3725,7,Y,Yes,18,4,4,80,1,3,4,3,30,2,5,15
52,No,Travel_Rarely,839,Research & Development,15,4,Medical,1,7952,4,Male,30,2,2,Sales Executive,2,Single,19977,22362,6,Y,Yes,25,4,4,80,0,38,6,2,31,9,2,1
36,No,Travel_Frequently,846,Sales,7,4,Life Sciences,1,7953,2,Male,60,2,5,Research Director,2,Single,5314,7725,7,Y,Yes,17,3,4,80,2,9,0,1,33,10,11,7
48,No,Non-Travel,235,Human Resources,21,4,Medical,1,7954,3,Male,59,4,1,Sales Executive,4,Married,15981,4449,0,Y,Yes,22,4,1,80,3,31,1,1,10,13,1,4
46,No,Travel_Frequently,478,Sales,18,3,Human Resources,1,7955,4,Female,99,2,2,Healthcare Representative,1,Single,10394,11836,8,Y,Yes,24,4,2,80,0,21,1,3,25,9,7,2
51,No,Non-Travel,608,Research & Development,2,4,Human Resources,1,7956,1,Female,37,4,1,Manufacturing Director,2,Single,13015,8809,7,Y,No,19,3,2,80,1,9,3,3,7,1,4,7
51,No,Travel_Rarely,1335,Human Resources,27,4,Technical Degree,1,7957,4,Female,93,4,2,Manufacturing Director,4,Married,17710,25891,9,Y,No,16,3,3,80,3,37,3,2,4,11,11,17
24,Yes,Travel_Frequently,663,Sales,10,5,Medical,1,7958,3,Female,59,3,1,Sales Representative,3,Married,5263,25816,2,Y,Yes,23,3,2,80,3,38,6,2,3,14,14,14
23,No,Travel_Rarely,1446,Sales,11,5,Technical Degree,1,7959,4,Female,69,4,5,Manufacturing Director,2,Married,6748,9755,2,Y,Yes,17,3,4,80,0,7,2,2,27,2,8,6
39,Yes,Travel_Rarely,1264,Research & Development,27,5,Life Sciences,1,7960,3,Male,68,2,4,Research Scientist,1,Married,14427,5045,0,Y,No,15,3,2,80,1,37,3,4,24,16,14,0
18,No,Non-Travel,1101,Sales,12,5,Life Sciences,1,7961,4,Male,86,3,2,Research Director,1,Married,10796,11544,3,Y,Yes,20,4,3,80,1,6,4,2,30,8,5,2
19,No,Travel_Rarely,275,Sales,5,4,Marketing,1,7962,4,Male,49,4,4,Human Resources,2,Single,16545,11630,2,Y,No,17,4,2,80,1,14,2,2,7,11,15,16
45,No,Travel_Rarely,359,Human Resources,1,3,Technical Degree,1,7963,4,Female,40,1,5,Sales Executive,2,Divorced,9592,16260,2,Y,No,16,4,4,80,1,34,3,4,22,15,4,3
45,Yes,Travel_Frequently,138,Research & Development,24,2,Other,1,7964,3,Female,38,2,3,Laboratory Technician,3,Divorced,6892,7251,4,Y,Yes,15,4,4,80,1,8,6,3,17,2,8,9
31,No,Non-Travel,284,Research & Development,6,2,Technical Degree,1,7965,4,Female,100,1,2,Research Director,4,Single,9253,9367,7,Y,No,23,4,4,80,0,27,2,4,39,10,6,14
22,No,Travel_Frequently,1099,Research & Development,29,4,Technical Degree,1,7966,4,Male,76,1,5,Sales Executive,2,Single,10474,20155,3,Y,Yes,17,3,4,80,2,1,1,2,33,4,15,14
60,No,Non-Travel,988,Sales,25,3,Other,1,7967,4,Female,56,3,5,Sales Representative,1,Single,9838,5411,3,Y,Yes,20,3,3,80,2,16,4,4,1,15,2,16
54,Yes,Non-Travel,157,Research & Development,29,5,Human Resources,1,7968,3,Female,55,2,5,Manufacturing Director,4,Divorced,12520,4364,6,Y,No,23,4,4,80,2,8,4,3,31,6,0,7
60,No,Travel_Rarely,1124,Sales,3,2,Technical Degree,1,7969,1,Female,60,1,4,Healthcare Representative,1,Married,3702,19878,7,Y,Yes,18,4,3,80,3,12,6,2,5,2,3,11
39,No,Non-Travel,1495,Sales,9,3,Human Resources,1,7970,3,Male,58,2,1,Research Scientist,1,Single,5831,17145,1,Y,No,19,4,3,80,1,35,6,2,23,5,14,11
42,Yes,Travel_Rarely,373,Human Resources,24,1,Life Sciences,1,7971,3,Female,49,3,3,Human Resources,1,Married,15794,4221,2,Y,Yes,19,3,4,80,3,1,0,2,21,12,4,7
38,Yes,Non-Travel,1101,Human Resources,28,2,Technical Degree,1,7972,2,Male,71,1,4,Sales Executive,3,Divorced,14961,17815,0,Y,No,19,4,3,80,1,27,3,1,36,13,11,11
58,No,Travel_Frequently,719,Human Resources,10,4,Technical Degree,1,7973,3,Male,62,2,4,Laboratory Technician,3,Divorced,4778,25121,8,Y,Yes,17,3,2,80,1,19,5,2,15,14,3,13
55,No,Non-Travel,878,Human Resources,12,3,Life Sciences,1,7974,4,Male,67,1,1,Research Scientist,3,Single,19246,13501,0,Y,Yes,13,4,1,80,1,18,2,3,34,5,0,8
57,Yes,Travel_Frequently,784,Human Resources,28,1,Other,1,7975,1,Male,86,1,1,Research Scientist,3,Married,15882,6925,7,Y,No,18,4,1,80,0,27,5,2,5,13,3,3
45,No,Travel_Rarely,1480,Sales,16,1,Life Sciences,1,7976,1,Male,90,3,2,Healthcare Representative,2,Divorced,9365,9870,9,Y,Yes,20,3,1,80,2,12,4,4,7,9,14,13
36,Yes,Non-Travel,333,Sales,6,3,Technical Degree,1,7977,1,Female,99,3,1,Laboratory Technician,4,Single,19369,9877,0,Y,No,16,4,1,80,0,38,6,2,21,12,0,12
50,Yes,Non-Travel,297,Sales,25,1,Technical Degree,1,7978,3,Female,77,1,1,Manager,2,Single,14703,20122,6,Y,No,12,4,4,80,1,19,0,2,34,0,1,0
40,Yes,Non-Travel,106,Sales,5,3,Other,1,7979,1,Male,73,3,5,Healthcare Representative,4,Single,2598,13866,8,Y,Yes,22,4,4,80,2,25,1,2,6,1,3,12
23,Yes,Travel_Frequently,266,Research & Development,26,4,Life Sciences,1,7980,3,Female,30,4,3,Research Director,2,Married,14877,13117,6,Y,Yes,11,3,2,80,3,2,1,2,11,12,7,17
41,Yes,Non-Travel,246,Sales,20,5,Medical,1,7981,1,Male,52,1,2,Manufacturing Director,1,Divorced,4295,19570,2,Y,Yes,15,4,1,80,0,4,6,4,19,12,8,16
49,No,Travel_Rarely,949,Sales,2,4,Other,1,7982,3,Female,87,2,3,Sales Representative,1,Divorced,18517,3940,4,Y,Yes,20,4,4,80,1,28,2,4,13,0,8,8
51,Yes,Travel_Rarely,225,Human Resources,27,4,Medical,1,7983,1,Female,50,1,4,Sales Representative,1,Single,18346,14593,7,Y,Yes,19,4,2,80,1,29,5,2,19,2,3,11
21,No,Travel_Frequently,734,Sales,14,2,Technical Degree,1,7984,4,Female,63,1,1,Manufacturing Director,3,Married,2803,20293,6,Y,No,12,4,2,80,0,38,0,3,0,16,1,0
42,Yes,Travel_Frequently,871,Research & Development,3,3,Human Resources,1,7985,3,Male,35,3,2,Sales Representative,1,Single,1335,16146,1,Y,No,20,4,2,80,0,13,1,3,13,0,11,5
56,Yes,Travel_Frequently,219,Sales,22,4,Human Resources,1,7986,3,Male,97,3,1,Sales Representative,2,Married,2093,21134,7,Y,No,19,4,1,80,3,27,3,1,18,5,10,5
57,No,Travel_Rarely,1345,Human Resources,4,2,Technical Degree,1,7987,2,Female,46,3,4,Human Resources,1,Married,11380,16075,6,Y,Yes,24,4,4,80,2,35,1,3,13,18,6,15
29,Yes,Non-Travel,1291,Research & Development,1,4,Technical Degree,1,7988,2,Female,91,4,2,Laboratory Technician,4,Single,19418,4840,4,Y,No,17,3,3,80,3,11,1,3,5,2,1,17
42,Yes,Travel_Frequently,569,Human Resources,23,5,Human Resources,1,7989,2,Female,69,3,4,Sales Executive,1,Single,19960,18503,3,Y,No,15,4,2,80,1,10,6,4,31,17,5,10
35,Yes,Travel_Rarely,1017,Sales,1,5,Life Sciences,1,7990,4,Male,32,2,2,Healthcare Representative,1,Single,12313,5434,6,Y,No,12,3,4,80,1,18,5,1,29,16,13,15
52,No,Travel_Frequently,781,Research & Development,6,5,Life Sciences,1,7991,1,Female,79,3,4,Manufacturing Director,2,Married,13805,3591,3,Y,Yes,23,3,1,80,1,26,2,3,20,10,11,1
35,Yes,Travel_Rarely,917,Human Resources,3,1,Other,1,7992,1,Female,87,3,2,Healthcare Representative,4,Married,3139,12685,2,Y,No,14,3,4,80,3,27,0,4,37,5,7,7
35,Yes,Non-Travel,1057,Research & Development,19,5,Life Sciences,1,7993,1,Female,40,3,4,Laboratory Technician,3,Single,10019,8078,3,Y,No,16,4,4,80,3,27,6,3,11,18,4,6
